,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
12618,㕣,3926120.0,yǎn,jin2,,,,,えん,,,,,,,,,,,,,,,,,,,
12619,㕧,3926158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12620,㕬,3926178.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12621,㕭,3926185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12622,㕮,3926195.0,fǔ,fu2,,,,,,,,,,,,,,,,,,,,,,,,
12623,㕯,3926201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624,㕰,3926203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12625,㖃,3926846.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12626,㖅,3926857.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12627,㖏,3926881.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12628,㖑,3927225.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12629,㖒,3927231.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12630,㖘,3927911.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12631,㖟,3927939.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12632,㖥,3927949.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12633,㖩,3927956.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12634,㖪,3927957.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12635,㖷,3929337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12636,㗁,3929704.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12637,㗉,3929729.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12638,𪘨,3930264.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12639,㗔,3930924.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12640,㗕,3930926.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12641,㗘,3930937.0,bó,,,,,,,,,,,,,,,,,,,,,,,,,
12642,㗙,3930946.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12643,㗚,3930977.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12644,㗛,3930978.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12645,㗢,3931056.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12646,㗤,3931081.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12647,㗦,3931088.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12648,㗧,3931099.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12649,㗨,3931114.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12650,㗩,3931118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12651,㗫,3931120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12652,㗬,3931131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12653,㗱,3931177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12654,㗲,3931182.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12655,㗴,3931188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12656,㗵,3931190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12657,㗻,3933096.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12658,㗼,3933103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12659,㗾,3933112.0,xuē,heoi1,,,,,,,,,,,,,,,,,,,,,,,,
12660,㗿,3933116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12661,㘀,3933122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12662,㘁,3933138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12663,㘆,3933265.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12664,㘈,3933267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12665,㘉,3933603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12666,㘋,3933605.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12667,㘌,3933606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12668,㘍,3933608.0,jí,zik1,,,,,,,,,,,,,,,,,,,,,,,,
12669,㘓,3933885.0,lán,laan4,,,,,,,,,,,,,,,,,,,,,,,,
12670,㤝,3933936.0,chōng,cung1,,,,,,,,,,,,,,,,,,,,,,,,
12671,㘙,3933981.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12672,㘝,3933993.0,niè,nim2,,,,,,,,,,,,,,,,,,,,,,,,
12673,㘠,3934812.0,bī,bik1,,,,,,,,,,,,,,,,,,,,,,,,
12674,㘣,3934821.0,xuān,syun4,,,,,,,,,,,,,,,,,,,,,,,,
12675,㘥,3934826.0,yóu,zaau4,,,,,,,,,,,,,,,,,,,,,,,,
12676,㘨,3935812.0,niè,nip6,,,,,,,,,,,,,,,,,,,,,,,,
12677,㘰,3935871.0,zhēn,zam1,,,,,,,,,,,,,,,,,,,,,,,,
12678,㘱,3935878.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12679,㘲,3935881.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12680,𠂇,3936052.0,,,,,,,さ,さ,さ,,,,,,,,,,,,,,,,,
12681,㘻,3936123.0,,zaan1,,,,,,,,,,,,,,,,,,,,,,,,
12682,㙀,3937620.0,liù,lau6,,,,,,,,,,,,,,,,,,,,,,,,
12683,㙁,3937622.0,méi,muk6,,,,,,,,,,,,,,,,,,,,,,,,
12684,㙄,3937635.0,bì,bai6,,,,,,,,,,,,,,,,,,,,,,,,
12685,㙇,3937648.0,chù,cuk1,,,,,,,,,,,,,,,,,,,,,,,,
12686,㙊,3937656.0,cháng,coeng4,,,,,ちょう,,,,,,,,,,,,,,,,,,,
12687,㙏,3937681.0,fù,fuk1,,,,,,,,,,,,,,,,,,,,,,,,
12688,㙙,3937939.0,lǒng,lung5,,,,,,,,,,,,,,,,,,,,,,,,
12689,㙠,3937964.0,yī,aai3,,,,,,,,,,,,,,,,,,,,,,,,
12690,㙤,3938464.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12691,㙨,3938516.0,jì,gei1,,,,,,,,,,,,,,,,,,,,,,,,
12692,㙩,3938523.0,liáo,laau6,,,,,,,,,,,,,,,,,,,,,,,,
12693,㙪,3938527.0,yì,zi3,,,,,,,,,,,,,,,,,,,,,,,,
12694,㙱,3938820.0,hào,hou6,,,,,,,,,,,,,,,,,,,,,,,,
12695,㙲,3938829.0,yǒng,zung1,,,,,,,,,,,,,,,,,,,,,,,,
12696,㙴,3938840.0,chàn,cim1,,,,,,,,,,,,,,,,,,,,,,,,
12697,㙷,3938944.0,zhí,zik6,,,,,,,,,,,,,,,,,,,,,,,,
12698,㙻,3938983.0,chán,cin4,,,,,,,,,,,,,,,,,,,,,,,,
12699,㚀,3939111.0,xī,hei1,,,,,,,,,,,,,,,,,,,,,,,,
12700,㚁,3939118.0,qiào,kiu4,,,,,,,,,,,,,,,,,,,,,,,,
12701,㚂,3939147.0,nàng,zoeng4,,,,,,,,,,,,,,,,,,,,,,,,
12702,㚃,3939148.0,yūn,wan1,,,,,,,,,,,,,,,,,,,,,,,,
12703,㚇,3939970.0,zōng,zuk1,,,,,,,,,,,,,,,,,,,,,,,,
12704,㚊,3940100.0,kāi,hoi1,,,,,,,,,,,,,,,,,,,,,,,,
12705,㚋,3940101.0,diāo,diu1,,,,,,,,,,,,,,,,,,,,,,,,
12706,㚔,3940318.0,niè,nip6,,,,,,,,,,,,,,,,,,,,,,,,
12707,㚖,3940417.0,gǎo,gou2,,,,,,,,,,,,,,,,,,,,,,,,
12708,㚗,3940471.0,qié,ce4,,,,,,,,,,,,,,,,,,,,,,,,
12709,㚘,3940478.0,bàn,bun6,,,,,,,,,,,,,,,,,,,,,,,,
12710,㚛,3940508.0,xì,hai3,,,,,,,,,,,,,,,,,,,,,,,,
12711,㚜,3940512.0,yù,wik6,,,,,,,,,,,,,,,,,,,,,,,,
12712,㚠,3942216.0,xiāo,hiu1,,,,,,,,,,,,,,,,,,,,,,,,
12713,㚤,3942272.0,yì,zik6,,,,,,,,,,,,,,,,,,,,,,,,
12714,𦣝,3942294.0,,,,,,,い,,,,,,,,,,,,,,,,,,,
12715,㚫,3943579.0,sà,saap3,,,,,,,,,,,,,,,,,,,,,,,,
12716,㚷,3944426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12717,㛁,3945677.0,pēng,ping1,,,,,,,,,,,,,,,,,,,,,,,,
12718,㛂,3945680.0,nuǒ,,,,,,,,,,,,,,,,,,,,,,,,,
12719,㛄,3945682.0,yī,zi1,,,,,,,,,,,,,,,,,,,,,,,,
12720,㛅,3945684.0,èr,nei6,,,,,,,,,,,,,,,,,,,,,,,,
12721,㛆,3945687.0,duò,do2,,,,,,,,,,,,,,,,,,,,,,,,
12722,㛍,3945858.0,qiè,hap6,,,,,,,,,,,,,,,,,,,,,,,,
12723,㛐,3945892.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12724,㛑,3945895.0,càn,caan3,,,,,,,,,,,,,,,,,,,,,,,,
12725,㛒,3945902.0,dòu,daau2,,,,,,,,,,,,,,,,,,,,,,,,
12726,㛗,3946265.0,qiē,so1,,,,,,,,,,,,,,,,,,,,,,,,
12727,㛥,3946829.0,tà,dap6,,,,,,,,,,,,,,,,,,,,,,,,
12728,㛧,3948798.0,mǎn,mun5,,,,,,,,,,,,,,,,,,,,,,,,
12729,㛪,3948993.0,yàn,aam1,,,,,,,,,,,,,,,,,,,,,,,,
12730,㛮,3949033.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12731,㛱,3949261.0,wěi,wui2,,,,,,,,,,,,,,,,,,,,,,,,
12732,㛳,3949321.0,yì,zaai6,,,,,,,,,,,,,,,,,,,,,,,,
12733,㛴,3949328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12734,㛶,3949333.0,tàn,taan3,,,,,,,,,,,,,,,,,,,,,,,,
12735,㛹,3952149.0,pián,pin4,,,,,,,,,,,,,,,,,,,,,,,,
12736,㛼,3952271.0,chā,cap3,,,,,,,,,,,,,,,,,,,,,,,,
12737,㜅,3956117.0,xù,huk1,,,,,,,,,,,,,,,,,,,,,,,,
12738,㜇,3956121.0,huì,wai3,,,,,,,,,,,,,,,,,,,,,,,,
12739,㜊,3956220.0,zhǎn,zin2,,,,,,,,,,,,,,,,,,,,,,,,
12740,㜎,3956474.0,xī,hai4,,,,,,,,,,,,,,,,,,,,,,,,
12741,㜓,3956717.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12742,㜗,3956727.0,cān,cam2,,,,,,,,,,,,,,,,,,,,,,,,
12743,㜘,3956729.0,jù,geoi6,,,,,,,,,,,,,,,,,,,,,,,,
12744,㜝,3957793.0,ǎn,an2,,,,,,,,,,,,,,,,,,,,,,,,
12745,㜢,3960154.0,lǚ,leoi5,,,,,,,,,,,,,,,,,,,,,,,,
12746,㜣,3960270.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12747,㜤,3960298.0,niǎn,saam2,,,,,,,,,,,,,,,,,,,,,,,,
12748,㜪,3961302.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,㜮,3961412.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12750,㜰,3961601.0,yuè,joek6,,,,,,,,,,,,,,,,,,,,,,,,
12751,㜲,3963045.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12752,㜳,3963051.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12753,㜵,3963061.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12754,㜷,3963064.0,mí,,,,,,,,,,,,,,,,,,,,,,,,,
12755,㜺,3963510.0,zàn,zaan2,,,,,,,,,,,,,,,,,,,,,,,,
12756,㝂,3963595.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12757,㝃,3963596.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12758,㝅,3963600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12759,㝈,3963607.0,luán,lyun4,,,,,,,,,,,,,,,,,,,,,,,,
12760,㝌,3966685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12761,㝏,3966709.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,㝐,3966732.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12763,㝖,3966990.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764,㝗,3966992.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12765,㝞,3967422.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12766,㝢,3967470.0,,,,,,,う,う,う,,,,,,,,,,,,,,,,,
12767,㝣,3967471.0,yì,,,,,,,,,,,,,,,,,,,,,,,,,
12768,㝤,3967473.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12769,㝩,3969123.0,kǎng,,,,,,,,,,,,,,,,,,,,,,,,,
12770,㝪,3969124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12771,㝯,3969181.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12772,㝰,3969188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12773,㝱,3969271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12774,㝻,3972809.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12775,㝼,3972811.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12776,㝾,3972819.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12777,𠬝,3973098.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12778,㝿,3973109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12779,㞁,3973115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12780,㞂,3973116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12781,㞄,3973120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12782,㞆,3973128.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12783,㞇,3974771.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12784,㞋,3975732.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12785,㞏,3975975.0,zhí,,,,,,,,,,,,,,,,,,,,,,,,,
12786,㞒,3975985.0,xiè,,,,,,,,,,,,,,,,,,,,,,,,,
12787,㞓,3975988.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12788,㞕,3976010.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12789,㞙,3976038.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12790,㞚,3976039.0,zhǎ,,,,,,,,,,,,,,,,,,,,,,,,,
12791,㞛,3976050.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12792,㞜,3976056.0,tuī,teoi1,,,,,,,,,,,,,,,,,,,,,,,,
12793,㞟,3976153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12794,㞡,3976213.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12795,㞢,3976329.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12796,㞣,3976620.0,,fan1,,,,,,,,,,,,,,,,,,,,,,,,
12797,㞥,3976626.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12798,㞦,3977382.0,jǐ,gei2,,,,,,,,,,,,,,,,,,,,,,,,
12799,㞷,3977417.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12800,𣥂,3977449.0,tà,,,,,,,,,,,,,,,,,,,,,,,,,
12801,㞽,3979671.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12802,㟅,3980724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12803,㟉,3980733.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12804,㟋,3980739.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12805,㟌,3980742.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12806,㟍,3980744.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12807,㟎,3980745.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12808,㟏,3980746.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12809,㟐,3980747.0,máng,,,,,,,,,,,,,,,,,,,,,,,,,
12810,䠠,3980788.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12811,𤝕,3980953.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12812,𢆶,3981091.0,yōu,,,,,,,,,,,,,,,,,,,,,,,,,
12813,𩰪,3981369.0,yù,,,,,,,,,,,,,,,,,,,,,,,,,
12814,㟛,3982211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12815,㟞,3982893.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12816,㟪,3983982.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12817,㟳,3984814.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12818,㟺,3984854.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12819,㟽,3984858.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12820,㟾,3984862.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12821,㠀,3984877.0,,,,,,,とう,とう,とう,,,,,,,,,,,,,,,,,
12822,㠆,3985094.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12823,㠇,3985096.0,jiù,,,,,,,,,,,,,,,,,,,,,,,,,
12824,㠊,3985219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12825,㠍,3985416.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12826,㠐,3985489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12827,㠑,3985640.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12828,㠒,3985642.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12829,㠖,3985674.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12830,㠛,3986663.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12831,㠠,3986832.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12832,㠢,3986834.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12833,㠥,3987013.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12834,㠦,3987024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12835,㠭,3987249.0,zhǎn,zin2,,,,,,,,,,,,,,,,,,,,,,,,
12836,㠴,3987944.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12837,㠵,3987946.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12838,㠷,3988295.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12839,㠸,3988296.0,kù,fu3,,,,,,,,,,,,,,,,,,,,,,,,
12840,㠹,3988297.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12841,㠺,3988298.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12842,㠽,3988301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12843,㠾,3988302.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12844,㠿,3989047.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12845,㡀,3989048.0,bì,bai6,,,,,,,,,,,,,,,,,,,,,,,,
12846,㡁,3989049.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12847,㡅,3989059.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12848,㡆,3989060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12849,㡇,3989061.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12850,㡉,3989296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12851,㡊,3989462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12852,㡋,3989465.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12853,㡏,3989512.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12854,㡑,3989745.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12855,㡒,3989746.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12856,㡓,3989752.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12857,㡗,3989761.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12858,㡘,3989960.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12859,㡙,3990010.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12860,㡜,3990023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12861,㡝,3990027.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12862,㡟,3990034.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12863,㡥,3990281.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12864,㡧,3990283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12865,㡨,3990345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12866,㡲,3990768.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12867,㡷,3991424.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12868,㡹,3991439.0,jū,zeoi1,,,,,,,,,,,,,,,,,,,,,,,,
12869,㡺,3991442.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12870,㡼,3991756.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12871,㡿,3991762.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12872,㢁,3991768.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12873,㢂,3991780.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12874,㢅,3992665.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12875,㢈,3992858.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12876,㢊,3992880.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12877,㢋,3992896.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12878,㢏,3993359.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12879,㢒,3993431.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12880,㢓,3993435.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12881,㢔,3993455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12882,㢖,3993465.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12883,㢗,3993468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12884,㢚,3993606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12885,㢝,3994426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12886,㢟,3994431.0,chān,cin2,,,,,,,,,,,,,,,,,,,,,,,,
12887,㢡,3994447.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12888,㢨,3995262.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12889,㢪,3996275.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12890,𠬢,3996561.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12891,㢯,3996717.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12892,㢰,3996723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12893,㢵,3997507.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12894,㢻,3998358.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12895,㢼,3998359.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12896,㢾,3998362.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12897,𥎦,3998388.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12898,㣁,3998391.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12899,㣂,3998392.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12900,㣅,3998406.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12901,㣆,3998408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12902,㣈,3998415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12903,㣌,3999672.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12904,㣎,3999688.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12905,㣑,3999706.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12906,㣙,4002692.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12907,㣝,4002728.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12908,㣟,4002732.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12909,㣤,4002785.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12910,㣥,4002789.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12911,㣫,4004119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12912,㣭,4004133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12913,㣱,4004192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12914,㣶,4008130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12915,㣻,4008145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12916,㣿,4009941.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12917,㤄,4009951.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12918,㤆,4009952.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12919,㤇,4009955.0,ǎo,,,,,,,,,,,,,,,,,,,,,,,,,
12920,㤉,4009958.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12921,㤊,4009959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12922,㤍,4009964.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12923,㤎,4013668.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12924,㤏,4013669.0,tóng,,,,,,,,,,,,,,,,,,,,,,,,,
12925,㤒,4013672.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12926,㤕,4013675.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12927,㤞,4014767.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12928,㤠,4014784.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12929,㤥,4015948.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12930,㤨,4015954.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12931,㤩,4015956.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12932,㤮,4017429.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12933,㤱,4017491.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12934,㤲,4017546.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12935,㤴,4017593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12936,㤸,4017666.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12937,𣎳,4018111.0,pìn,,,,,,,,,,,,,,,,,,,,,,,,,
12938,㤻,4018121.0,,nan2,,,,,,,,,,,,,,,,,,,,,,,,
12939,㤾,4018377.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12940,㤿,4018668.0,yān,,,,,,,,,,,,,,,,,,,,,,,,,
12941,㥁,4022406.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12942,㥂,4022445.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12943,㥄,4022476.0,líng,,,,,,,,,,,,,,,,,,,,,,,,,
12944,㥆,4022627.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12945,㥈,4022634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12946,㥊,4022698.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12947,㥋,4022722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12948,㥌,4022723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12949,㥏,4022731.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12950,㥒,4022737.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12951,㥓,4022739.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12952,㥚,4029307.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12953,㥛,4029313.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12954,㥜,4029419.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12955,㥝,4029422.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12956,㥟,4031088.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12957,㥠,4031090.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12958,㥦,4031139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
