Unnamed: 0,Column1,Column2,mand_pron,mand_tone,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,kor_0,kor_1,kor_2
11983,鳭,32491.0,diao,1,dou1,,,,,,,,ㄷ,ㅗ,
11984,鳱,32498.0,gan,1,gon1,,,,,,,,ㄱ,ㅏ,ㄴ
11985,鳲,32501.0,shi,1,si1,,,,,し,,,ㅅ,ㅣ,
11986,鳳,32502.0,feng,4,fung6,,fung4,hōng,3von,ぶ,ぶ,ほう,ㅂ,ㅗ,ㅇ
11987,鳴,32503.0,ming,2,ming4,,,bêng,,みょう,みょう,めい,ㅁ,ㅕ,ㅇ
11988,鳶,32507.0,yuan,1,jyun1,yên,,iân,,えん,えん,えん,ㅇ,ㅕ,ㄴ
11989,鳷,32508.0,zhi,1,zi1,,,,,し,,,ㅈ,ㅣ,
11990,鳹,32510.0,qin,2,ling4,,,,,げん,げん,けん,ㄱ,ㅡ,ㅁ
11991,鳺,32511.0,fu,1,,,,,,,,,ㅂ,ㅜ,
11992,鳻,32512.0,fen,1,fan4,,,,,,,,ㅂ,ㅏ,ㄴ
11993,鳼,32513.0,wen,2,man4,,,,,,,,ㅁ,ㅜ,ㄴ
11994,鳽,32514.0,yan,2,,,,,,,,,ㄱ,ㅕ,ㄴ
11995,鳿,32516.0,yu,4,juk6,,,,,,,,ㅇ,ㅗ,ㄱ
11996,鴀,32517.0,fou,3,,,,,,,,,ㅂ,ㅜ,
11997,鴂,32519.0,,,,,,,,けつ,,,ㄱ,ㅕ,ㄹ
11998,鴅,32522.0,huan,1,,,,,,,,,ㅎ,ㅘ,ㄴ
11999,鴆,32523.0,zhen,4,zam6,,,thim,,ちん,,,ㅈ,ㅣ,ㅁ
12000,鴇,32524.0,bao,3,bou2,,,,,ほう,ほう,ほう,ㅂ,ㅗ,
12001,鴉,32526.0,ya,1,aa1,â,a1,a,3hhia,え,え,あ,ㅇ,ㅏ,
12002,鴊,32528.0,zheng,4,,,,,,,,,ㅈ,ㅓ,ㅇ
12003,鴋,32529.0,,,,,,,,ほう,,,ㅂ,ㅏ,ㅇ
12004,鴏,32534.0,dai,4,,,,,,,,,ㅌ,ㅡ,ㄱ
12005,鴐,32535.0,jia,1,,,,,,,,,ㄱ,ㅏ,
12006,鴒,32537.0,ling,2,ling4,,,lēng,,りょう,りょう,れい,ㄹ,ㅕ,ㅇ
12007,鴓,32538.0,mie,4,,,,,,,,,ㅁ,ㅕ,ㄹ
12008,鴗,32543.0,li,4,lap6,,,,,りゅう,,,ㄹ,ㅣ,ㅂ
12009,鴘,32544.0,bian,4,bin6,,,,,へん,,,ㅂ,ㅕ,ㄴ
12010,鴚,32546.0,ge,1,,,,,,,,,ㄱ,ㅏ,
12011,鴛,32547.0,yuan,1,jyun1,yên,,oan,1yoe,えん,おん,えん,ㅇ,ㅝ,ㄴ
12012,鴜,32548.0,ci,2,ci4,,,,,し,,,ㅈ,ㅏ,
12013,鴝,32549.0,qu,2,keoi4,,,,,く,,,ㄱ,ㅜ,
12014,鴟,32551.0,chi,1,ci1,,,,,し,し,し,ㅊ,ㅣ,
12015,鴠,32552.0,dan,4,taan3,,,,,,,,ㄷ,ㅏ,ㄴ
12016,鴢,32554.0,you,4,jiu2,,,,,,,,ㅇ,ㅛ,
12017,鴣,32555.0,gu,1,gu1,kû,gu1,ko͘,1ku,く,く,こ,ㄱ,ㅗ,
12018,鴤,32556.0,zhong,1,,,,,,,,,ㅈ,ㅗ,ㅇ
12019,鴦,32558.0,yang,1,joeng1,yông,,,1ian,よう,おう,よう,ㅇ,ㅏ,ㅇ
12020,鴨,32560.0,ya,1,aap3,ap,,ah,4aq,よう,よう,おう,ㅇ,ㅏ,ㅂ
12021,鴪,32562.0,yu,4,wat6,,,,,いつ,,,ㅇ,ㅛ,ㅇ
12022,鴭,32565.0,zhui,1,,,,,,,,,ㅌ,ㅚ,
12023,鴮,32566.0,wu,1,,,,,,,,,ㅇ,ㅗ,
12024,鴯,32567.0,er,2,ji4,,,,,に,に,じ,ㅇ,ㅣ,
12025,鴰,32568.0,gua,1,kut3,,,,,かつ,,,ㄱ,ㅘ,ㄹ
12026,鴱,32569.0,ai,4,ngaai6,,,,,,,,ㅇ,ㅐ,
12027,鴲,32570.0,zhi,1,,,,,,し,し,し,ㅈ,ㅣ,
12028,鴳,32571.0,yan,4,aan3,,,,,あん,,,ㅇ,ㅏ,ㄴ
12029,鴶,32574.0,ji,2,gat1,,,,,,,,ㅇ,ㅏ,ㄹ
12030,鴷,32575.0,lie,4,lit6,,,,,れつ,,,ㄹ,ㅕ,ㄹ
12031,鴸,32576.0,zhu,1,,,,,,,,,ㅈ,ㅜ,
12032,鴹,32577.0,ren,2,,,,,,,,,ㅇ,ㅑ,ㅇ
12033,鴺,32578.0,ti,2,,,,,,てい,,,ㅈ,ㅔ,
12034,鴻,32579.0,hong,2,hung4,,fung2,hông,,ぐ,ぐ,こう,ㅎ,ㅗ,ㅇ
12035,鴽,32581.0,ru,2,jyu4,,,,,じょ,,,ㅇ,ㅕ,
12036,鴾,32582.0,mou,2,,,,,,む,む,ぼう,ㅁ,ㅗ,
12037,鴿,32583.0,ge,1,gaap3,kap,,kap,,こう,こう,こう,ㅎ,ㅏ,ㅂ
12038,鵀,32584.0,ren,4,jam4,,,,,,,,ㅇ,ㅣ,ㅁ
12039,鵁,32585.0,jiao,1,gaau1,,,,,こう,,,ㄱ,ㅛ,
12040,鵂,32586.0,xiu,1,jau1,,,,,く,く,きゅう,ㅎ,ㅠ,
12041,鵃,32587.0,zhou,1,zau1,,,,,ちゅう,ちゅう,ちゅう,ㅈ,ㅜ,
12042,鵄,32588.0,,,,,,,,し,し,し,ㅊ,ㅣ,
12043,鵅,32589.0,luo,4,,,,,,らく,,,ㄱ,ㅏ,ㄱ
12044,鵊,32594.0,jia,2,gaap3,,,,,こう,,,ㄱ,ㅕ,ㅂ
12045,鵋,32595.0,ji,4,gei6,,,,,,,,ㄱ,ㅣ,
12046,鵌,32596.0,tu,2,tou4,,,,,,,,ㄷ,ㅗ,
12047,鵎,32598.0,tuo,3,to2,,,,,,,,ㅌ,ㅏ,
12048,鵏,32599.0,bu,3,bou2,,,,,,,,ㅍ,ㅗ,
12049,鵐,32600.0,wu,2,,,,bû,,む,む,ぶ,ㅁ,ㅜ,
12050,鵑,32601.0,juan,1,gyun1,,,koan,,けん,,,ㄱ,ㅕ,ㄴ
12051,鵒,32602.0,yu,4,juk6,,,,,,,,ㅇ,ㅛ,ㄱ
12052,鵓,32603.0,bo,2,but6,,,,,ほつ,,,ㅂ,ㅏ,ㄹ
12053,鵕,32605.0,jun,4,,,,,,,,,ㅈ,ㅜ,ㄴ
12054,鵖,32606.0,bi,1,gip3,,,,,,,,ㄱ,ㅓ,ㅂ
12055,鵗,32607.0,ti,1,,,,,,,,,ㅎ,ㅢ,
12056,鵚,32612.0,tu,1,,,,,,,,,ㄷ,ㅗ,ㄱ
12057,鵛,32613.0,jing,4,ging1,,,,,,,,ㄱ,ㅕ,ㅇ
12058,鵜,32614.0,ti,2,tai4,,,,,だい,だい,てい,ㅈ,ㅔ,
12059,鵟,32616.0,kuang,2,kong4,,,,,きょう,,,ㄱ,ㅘ,ㅇ
12060,鵠,32617.0,hu,2,huk6,,,,,ごく,ごく,こく,ㄱ,ㅗ,ㄱ
12061,鵡,32619.0,wu,3,mou5,,,bú,,む,む,ぶ,ㅁ,ㅜ,
12062,鵣,32621.0,lai,4,,,,,,らい,らい,らい,ㄹ,ㅐ,
12063,鵧,32625.0,,,,,,,,へい,,,ㅂ,ㅕ,ㅇ
12064,鵨,32626.0,shu,1,,,,,,,,,ㅅ,ㅓ,
12065,鵩,32627.0,fu,2,fuk6,,,,,ぶく,ぶく,ふく,ㅂ,ㅗ,ㄱ
12066,鵪,32628.0,an,1,am1,êm,êm1,am,1oe,あん,,,ㅇ,ㅏ,ㅁ
12067,鵫,32629.0,,,,,,,,とう,,,ㅌ,ㅏ,ㄱ
12068,鵬,32630.0,peng,2,paang4,,,êng,,ぼう,ぼう,ほう,ㅂ,ㅜ,ㅇ
12069,鵭,32631.0,qin,2,kam4,,,,,,,,ㄱ,ㅡ,ㅁ
12070,鵮,32632.0,qian,1,,,,,,,,,ㄱ,ㅏ,ㅁ
12071,鵯,32633.0,bei,1,bei1,,,,,ひ,ひ,ひ,ㅍ,ㅣ,ㄹ
12072,鵰,32634.0,diao,1,diu1,,,,,ちょう,ちょう,ちょう,ㅈ,ㅗ,
12073,鵱,32635.0,lu,4,,,,,,,,,ㄹ,ㅠ,ㄱ
12074,鵲,32636.0,que,4,coek3,,,,,さく,さく,しゃく,ㅈ,ㅏ,ㄱ
12075,鵳,32637.0,jian,1,,,,,,,,,ㄱ,ㅕ,ㄴ
12076,鵴,32638.0,ju,2,guk1,,,,,,,,ㄱ,ㅜ,ㄱ
12077,鵵,32639.0,tu,4,tou3,,,,,,,,ㅌ,ㅗ,
12078,鵶,32640.0,,,,,,,,え,え,あ,ㅇ,ㅏ,
12079,鵷,32641.0,yuan,1,jyun1,,,,,えん,,,ㅇ,ㅝ,ㄴ
12080,鵸,32642.0,qi,2,kei4,,,,,,,,ㄱ,ㅣ,
12081,鵹,32643.0,li,2,lei4,,,,,,,,ㄹ,ㅕ,
12082,鵺,32644.0,ye,4,,,,,,や,や,や,ㅇ,ㅑ,
12083,鵻,32645.0,zhui,1,zeoi1,,,,,すい,,,ㅊ,ㅜ,
12084,鵼,32646.0,kong,1,,,,,,く,く,こう,ㄱ,ㅗ,ㅇ
12085,鵽,32647.0,duo,4,zyut3,,,,,,,,ㅌ,ㅏ,ㄹ
12086,鵾,32648.0,kun,1,,,,,,こん,,,ㄱ,ㅗ,ㄴ
12087,鶁,32651.0,jing,1,ging1,,,,,,,,ㄱ,ㅕ,ㅇ
12088,鶂,32652.0,,,,,,,,,,,ㅇ,ㅕ,ㄱ
12089,鶄,32654.0,jing,1,zing1,,,cheng,,せい,,,ㅊ,ㅓ,ㅇ
12090,鶅,32655.0,zi,1,zi1,,,,,,,,ㅊ,ㅣ,
12091,鶆,32656.0,lai,2,loi4,,,,,らい,,,ㄹ,ㅐ,
12092,鶇,32657.0,dong,1,dung1,,,,1ton,つう,つう,とう,ㄷ,ㅗ,ㅇ
12093,鶈,32658.0,qi,1,,,,,,,,,ㅊ,ㅓ,
12094,鶉,32659.0,chun,2,seon4,,,,,しゅん,じゅん,しゅん,ㅅ,ㅜ,ㄴ
12095,鶊,32660.0,geng,1,gang1,,,,,こう,,,ㄱ,ㅕ,ㅇ
12096,鶋,32661.0,ju,1,geoi1,,,,,,,,ㄱ,ㅓ,
12097,鶌,32662.0,jue,2,gwat6,,,,,,,,ㄱ,ㅜ,ㄹ
12098,鶒,32668.0,chi,4,cik1,,,,,せき,,,ㅊ,ㅣ,ㄱ
12099,鶖,32672.0,qiu,1,cau1,,,,,しゅう,,,ㅊ,ㅜ,
12100,鶘,32674.0,hu,2,wu4,,,,,こ,,,ㅎ,ㅗ,
12101,鶙,32675.0,ti,2,,,,,,,,,ㅈ,ㅔ,
12102,鶚,32676.0,e,4,ngok6,,,,,がく,がく,がく,ㅇ,ㅏ,ㄱ
12103,鶛,32677.0,jie,1,gaai1,,,,,,,,ㄱ,ㅐ,
12104,鶜,32678.0,mao,2,maau4,,,,,,,,ㅁ,ㅗ,
12105,鶝,32679.0,fu,2,fuk1,,,,,,,,ㅂ,ㅗ,ㄱ
12106,鶞,32680.0,chun,1,,,,,,,,,ㅊ,ㅜ,ㄴ
12107,鶟,32681.0,tu,2,dat6,,,,,,,,ㄷ,ㅗ,ㄹ
12108,鶠,32682.0,yan,3,jin2,,,,,,,,ㅇ,ㅓ,ㄴ
12109,鶡,32683.0,he,2,hot3,,,,,かい,,,ㄱ,ㅏ,ㄹ
12110,鶤,32686.0,kun,1,gwan1,,,,,こん,,,ㄱ,ㅗ,ㄴ
12111,鶥,32687.0,mei,2,,,,,,,,,ㅁ,ㅣ,
12112,鶧,32689.0,ying,1,jing1,,,,,,,,ㅇ,ㅕ,ㅇ
12113,鶨,32690.0,chuan,4,,,,,,,,,ㄷ,ㅏ,ㄴ
12114,鶩,32691.0,wu,4,mou6,,,,,もく,もく,ぼく,ㅁ,ㅗ,ㄱ
12115,鶪,32692.0,ju,2,gwik1,,,,,きゃく,きゃく,けき,ㄱ,ㅕ,ㄱ
12116,鶬,32694.0,cang,1,cong1,,,,,そう,,,ㅊ,ㅏ,ㅇ
12117,鶭,32695.0,fang,3,fong2,,,,,,,,ㅂ,ㅏ,ㅇ
12118,鶯,32697.0,ying,1,ang1,,,eng,,よう,よう,おう,ㅇ,ㅐ,ㅇ
12119,鶱,32699.0,xian,1,hin1,,,,,けん,,,ㄱ,ㅓ,ㄴ
12120,鶴,32702.0,he,4,hok6,ho̍k,hog6,ho̍h,5ngoq,がく,がく,かく,ㅎ,ㅏ,ㄱ
12121,鶵,32703.0,,,,,,,,すう,,,ㅊ,ㅜ,
12122,鶶,32704.0,tang,2,tong4,,,tông,,,,,ㄷ,ㅏ,ㅇ
12123,鶷,32705.0,xia,2,hat6,,,,,,,,ㅎ,ㅏ,ㄹ
12124,鶹,32707.0,liu,2,lau4,,,,,る,る,りゅう,ㄹ,ㅠ,
12125,鶻,32709.0,gu,3,wat6,,,kut,,ごち,ごち,こつ,ㄱ,ㅗ,ㄹ
12126,鶼,32710.0,jian,1,gim1,,,,,けん,,,ㄱ,ㅕ,ㅁ
12127,鶾,32712.0,han,4,,,,,,,,,ㅎ,ㅏ,ㄴ
12128,鶿,32713.0,ci,2,ci4,,,chî,,じ,じ,し,ㅈ,ㅏ,
12129,鷀,32714.0,,,,,,,,じ,じ,し,ㅈ,ㅏ,
12130,鷁,32715.0,yi,4,jik6,,,,,げき,,,ㅇ,ㅣ,ㄱ
12131,鷃,32717.0,,,,,,,,あん,,,ㅇ,ㅏ,ㄴ
12132,鷄,32718.0,,,,,,,,け,け,けい,ㄱ,ㅖ,
12133,鷅,32719.0,li,4,leot6,,,,,,,,ㅇ,ㅠ,ㄹ
12134,鷇,32721.0,,,,,,,,こう,,,ㄱ,ㅜ,
12135,鷈,32722.0,,,,,,,,,,,ㅊ,ㅔ,
12136,鷌,32726.0,,,,,,,,,,,ㅁ,ㅏ,
12137,鷏,32729.0,,,,,,,,てん,,,ㅈ,ㅓ,ㄴ
12138,鷐,32730.0,chen,2,,,,,,,,,ㅅ,ㅣ,ㄴ
12139,鷒,32732.0,tuan,2,tyun4,,,,,,,,ㄷ,ㅏ,ㄴ
12140,鷓,32733.0,zhe,4,ze3,cha,,,,しゃ,しゃ,しゃ,ㅈ,ㅏ,
12141,鷔,32734.0,ao,2,,,,,,ごう,ごう,ごう,ㅇ,ㅗ,
12142,鷕,32735.0,,,,,,,,よう,,,ㅇ,ㅛ,
12143,鷖,32736.0,yi,1,ji1,,,,,えい,,,ㅇ,ㅖ,
12144,鷗,32737.0,ou,1,au1,,,io,,う,う,おう,ㄱ,ㅜ,
12145,鷘,32738.0,,,,,,,,,,,ㅊ,ㅣ,ㄱ
12146,鷙,32739.0,zhi,4,zi3,,,,,し,,,ㅈ,ㅣ,
12147,鷚,32740.0,liu,4,lau6,,,,,む,む,ぼう,ㄹ,ㅠ,
12148,鷜,32742.0,lü,2,,,,,,,,,ㄹ,ㅜ,
12149,鷞,32744.0,shuang,1,soeng1,,,,,そう,,,ㅅ,ㅏ,ㅇ
12150,鷟,32745.0,zhuo,2,zok3,,,,,さく,,,ㅈ,ㅏ,ㄱ
12151,鷡,32747.0,wu,2,mou4,,,,,,,,ㅁ,ㅜ,
12152,鷢,32748.0,jue,2,,,,,,,,,ㄱ,ㅝ,ㄹ
12153,鷣,32749.0,yin,2,,,,,,,,,ㅇ,ㅡ,ㅁ
12154,鷤,32750.0,tan,2,tai4,,,,,,,,ㄷ,ㅏ,ㄴ
12155,鷦,32752.0,jiao,1,ziu1,,,,,しょう,,,ㅊ,ㅗ,
12156,鷧,32753.0,,,,,,,,い,,,ㅇ,ㅣ,ㄹ
12157,鷨,32754.0,hua,2,,,,,,,,,ㅎ,ㅘ,
12158,鷩,32755.0,bi,4,bit3,,,,,へつ,,,ㅂ,ㅕ,ㄹ
12159,鷫,32757.0,su,4,suk1,,,,,しゅく,,,ㅅ,ㅜ,ㄱ
12160,鷭,32759.0,fan,2,faan1,,,,,ぼん,ぼん,はん,ㅂ,ㅓ,ㄴ
12161,鷮,32760.0,,,,,,,,きょう,,,ㄱ,ㅛ,
12162,鷯,32761.0,liao,2,liu4,,,,,りょう,,,ㄹ,ㅛ,
12163,鷰,32762.0,,,,,,,,えん,,,ㅇ,ㅕ,ㄴ
12164,鷱,32763.0,gao,1,,,,,,,,,ㄱ,ㅗ,
12165,鷲,32764.0,jiu,4,zau6,,,,,じゅ,じゅ,しゅう,ㅊ,ㅟ,
12166,鷴,32766.0,,,,,,,,かん,,,ㅎ,ㅏ,ㄴ
12167,鷵,32767.0,tu,2,tou4,,,,,,,,ㄷ,ㅗ,
12168,鷷,32769.0,zun,1,,,,,,,,,ㅈ,ㅜ,ㄴ
12169,鷸,32770.0,yu,4,wat6,,,,5hhyq,いち,いち,いつ,ㅎ,ㅠ,ㄹ
12170,鷹,32771.0,ying,1,jing1,ên,yin1,eng,1in,おう,おう,よう,ㅇ,ㅡ,ㅇ
12171,鷺,32772.0,lu,4,lou6,,,lō͘,,る,る,ろ,ㄹ,ㅗ,
12172,鷽,32775.0,xue,2,hok6,,,,,がく,がく,かく,ㅎ,ㅏ,ㄱ
12173,鷾,32776.0,yi,4,ji3,,,,,い,,,ㅇ,ㅢ,
12174,鷿,32777.0,pi,4,pik1,,,,,,,,ㅂ,ㅕ,ㄱ
12175,鸀,32778.0,shu,2,suk6,,,,,,,,ㅊ,ㅗ,ㄱ
12176,鸁,32779.0,luo,2,lo4,,,,,,,,ㄹ,ㅏ,
12177,鸄,32782.0,ji,2,gik1,,,,,,,,ㄱ,ㅕ,ㄱ
12178,鸅,32783.0,zhe,2,,,,,,,,,ㅌ,ㅐ,ㄱ
12179,鸆,32784.0,yu,2,,,,,,,,,ㅇ,ㅜ,
12180,鸇,32785.0,zhan,1,zin1,,,,,せん,,,ㅈ,ㅓ,ㄴ
